x,y,a,b,c,result
57,y2,12,35,26,85
35,y2,38,65,100,141
54,y1,42,65,95,202
31,y2,1,69,7,71
24,y2,67,39,1,134
48,y2,61,97,17,236
50,y1,33,47,59,139
47,y2,71,88,23,253
50,y2,4,22,47,77
36,y2,1,6,75,8
58,y1,21,12,98,131
58,y2,35,45,77,192
21,y1,17,22,84,17
40,y1,87,25,62,174
31,y1,78,8,83,86
37,y1,41,91,16,132
25,y1,60,75,28,60
31,y1,40,54,7,94
47,y2,84,30,53,251
26,y2,90,5,64,180
46,y2,22,19,44,107
35,y1,77,43,22,120
58,y2,27,97,5,156
32,y2,29,66,65,124
44,y1,21,13,3,37
60,y2,2,30,78,112
42,y2,100,83,57,340
35,y2,2,43,73,47
25,y2,82,34,47,164
45,y2,94,59,70,317
40,y2,47,25,88,207
49,y1,90,42,47,179
39,y2,46,45,38,137
20,y1,16,77,1,16
53,y1,91,83,16,190
39,y1,86,72,7,158
26,y1,77,26,3,77
60,y2,88,75,27,278
54,y1,55,74,8,137
27,y1,89,34,91,89
23,y1,27,27,51,27
59,y1,80,44,81,205
54,y2,38,52,58,186
60,y1,39,31,31,101
36,y1,100,52,88,152
48,y2,36,8,5,85
56,y2,29,30,30,118
47,y2,65,49,74,253
60,y1,25,8,34,67
49,y2,6,4,1,17
36,y1,85,82,71,167
50,y2,75,64,55,269
42,y1,26,46,3,75
24,y1,81,93,24,81
33,y2,80,76,38,236
47,y1,68,53,30,151
26,y1,71,67,43,71
33,y1,20,58,28,78
22,y2,57,8,20,114
32,y2,92,47,67,231
46,y1,34,91,52,177
26,y2,89,20,76,178
29,y2,11,62,11,22
37,y2,59,13,26,131
35,y2,86,41,3,213
38,y1,42,61,37,103
53,y1,30,20,20,70
34,y2,20,39,55,79
47,y2,30,15,30,105
30,y1,37,84,22,121
43,y1,55,10,3,68
33,y2,38,75,11,151
50,y2,36,36,5,113
57,y1,90,33,31,154
44,y1,79,19,83,181
31,y2,56,68,85,180
39,y2,94,16,72,204
48,y1,36,31,8,75
43,y1,83,29,93,205
55,y2,93,8,22,216
48,y1,46,68,16,130
26,y1,39,67,8,39
57,y1,46,67,41,154
55,y1,47,85,2,134
53,y2,83,41,64,271
32,y1,79,72,5,151
38,y1,1,18,55,19
35,y2,1,94,7,96
45,y2,62,40,68,232
47,y1,31,60,84,175
54,y2,95,17,72,279
44,y2,2,38,91,133
40,y2,21,81,8,131
25,y2,9,93,37,18
60,y2,76,46,4,202
52,y2,64,23,40,191
41,y2,45,18,92,200
42,y1,99,42,89,230
40,y1,76,43,79,198
48,y2,48,46,17,159
45,y2,46,24,32,148
39,y1,69,33,48,102
27,y1,46,94,60,46
32,y1,89,73,94,162
55,y2,63,39,65,230
49,y2,66,12,46,190
55,y2,43,7,87,180
55,y1,86,42,1,129
60,y1,7,93,89,189
21,y2,47,7,23,94
44,y2,43,41,20,147
35,y2,77,68,28,222
57,y1,33,13,11,57
27,y1,67,61,92,67
34,y1,27,66,13,93
36,y1,4,67,28,71
43,y2,65,71,60,261
52,y2,15,83,76,189
32,y1,83,71,52,154
21,y1,17,60,22,17
59,y1,50,15,72,137
45,y2,34,22,66,156
58,y2,4,3,68,79
28,y2,61,53,57,122
60,y1,77,78,33,188
42,y2,16,8,54,94
24,y1,26,48,85,26
22,y1,21,63,49,21
53,y1,95,53,88,236
23,y2,29,4,60,58
25,y2,25,38,20,50
59,y2,75,7,7,164
29,y2,62,22,78,124
36,y1,30,98,98,128
38,y1,99,1,63,100
53,y1,37,83,65,185
33,y1,75,36,42,111
59,y1,59,48,3,110
59,y1,2,27,58,87
59,y1,96,54,9,159
24,y1,56,100,19,56
24,y2,100,54,95,200
49,y2,22,53,79,176
28,y2,4,72,40,8
42,y1,96,31,89,216
30,y1,2,27,29,29
58,y1,57,46,78,181
53,y2,62,16,20,160
31,y1,37,75,80,112
30,y1,38,8,77,46
58,y2,12,93,46,163
53,y1,78,22,2,102
45,y2,67,92,51,277
60,y2,5,48,49,107
44,y2,72,31,11,186
31,y1,20,16,6,36
45,y1,38,66,87,191
44,y1,19,72,96,187
44,y2,73,25,15,186
24,y1,18,69,34,18
30,y1,45,98,34,143
48,y1,25,42,19,86
37,y2,31,62,6,124
55,y1,41,44,94,179
54,y1,45,1,57,103
23,y2,34,97,88,68
30,y2,99,51,55,249
58,y1,3,42,41,86
36,y1,19,81,89,100
31,y2,2,1,8,5
20,y1,91,41,96,91
56,y1,19,19,46,84
24,y2,40,41,100,80
22,y2,61,78,11,122
51,y1,90,23,30,143
42,y1,98,97,39,234
23,y2,16,12,91,32
57,y1,4,60,27,91
35,y1,40,66,54,106
36,y2,50,26,8,126
51,y1,58,52,32,142
41,y2,67,11,87,232
49,y2,59,48,13,179
21,y2,18,70,77,36
26,y1,72,43,75,72
60,y1,45,29,28,102
57,y1,57,19,31,107
26,y1,37,42,28,37
21,y1,84,35,20,84
29,y2,31,19,13,62
37,y2,71,100,62,242
39,y2,74,22,46,170
41,y1,12,43,92,147
55,y1,42,56,52,150
47,y1,12,93,14,119
60,y1,53,52,99,204
25,y2,50,1,1,100
33,y2,6,27,21,39
43,y2,6,99,19,130
35,y2,45,5,49,95
32,y1,63,75,20,138
37,y2,53,34,67,140
53,y1,19,73,99,191
57,y2,31,87,67,216
53,y2,2,55,28,87
21,y1,8,97,51,8
35,y2,48,68,8,164
30,y2,63,51,30,177
52,y1,41,62,73,176
44,y1,94,49,97,240
55,y1,26,35,86,147
43,y1,87,72,31,190
44,y2,85,52,41,263
55,y1,59,32,53,144
20,y2,65,22,51,130
21,y1,87,33,5,87
33,y2,6,55,80,67
58,y2,16,79,12,123
26,y2,28,55,81,56
50,y2,68,23,56,215
29,y1,64,5,56,64
47,y1,53,94,20,167
32,y1,81,74,21,155
51,y2,93,42,51,279
41,y2,63,83,38,247
22,y1,26,48,73,26
41,y1,49,84,53,186
34,y1,93,27,70,120
41,y2,82,72,46,282
35,y2,34,43,78,111
42,y1,47,1,27,75
55,y1,81,87,53,221
45,y1,80,87,12,179
21,y1,88,88,98,88
51,y1,52,27,70,149
57,y2,30,62,49,171
30,y1,45,21,3,66
35,y1,78,64,94,142
50,y1,32,90,31,153
56,y2,13,85,81,192
56,y1,91,81,80,252
42,y2,48,86,14,196
54,y2,60,14,7,141
32,y1,80,5,77,85
27,y2,17,70,70,34
24,y2,53,90,89,106
48,y2,92,64,60,308
31,y2,29,72,55,130
41,y2,61,32,64,218
42,y2,63,10,7,143
48,y1,93,54,80,227
48,y1,86,39,40,165
48,y1,67,75,34,176
35,y1,11,59,27,70
31,y2,18,78,67,114
50,y1,49,31,62,142
44,y2,40,48,64,192
23,y2,87,86,33,174
26,y2,60,86,90,120
39,y2,8,66,84,82
32,y1,24,34,11,58
32,y1,45,50,88,95
36,y2,69,46,68,184
58,y1,16,82,54,152
37,y2,70,89,22,229
22,y1,44,18,5,44
36,y1,27,24,67,51
54,y1,67,53,81,201
42,y2,25,82,20,152
59,y2,96,85,32,309
38,y1,44,26,99,70
55,y2,31,44,44,150
46,y2,35,27,85,182
41,y2,30,36,36,132
33,y2,37,19,72,93
60,y1,40,77,94,211
22,y2,94,67,60,188
60,y2,84,39,47,254
44,y2,21,95,45,182
40,y1,26,49,89,164
44,y2,8,39,16,71
46,y2,34,37,29,134
25,y1,83,28,85,83
35,y1,55,58,66,113
59,y2,88,68,95,339
48,y2,94,7,34,229
42,y1,82,21,72,175
26,y2,92,27,65,184
59,y2,45,61,68,219
52,y2,83,53,34,253
51,y1,51,87,81,219
60,y2,100,77,90,367
47,y1,90,42,45,177
36,y2,25,47,36,97
45,y2,74,33,18,199
26,y1,82,4,93,82
44,y1,67,86,71,224
55,y2,48,22,43,161
35,y1,43,58,22,101
42,y1,28,68,80,176
38,y2,63,32,51,158
43,y1,93,79,34,206
30,y2,79,14,15,172
27,y1,90,6,80,90
51,y1,55,74,85,214
59,y1,30,80,62,172
52,y1,4,65,44,113
31,y2,12,32,95,56
46,y1,71,70,44,185
43,y2,30,16,17,93
53,y2,65,61,17,208
48,y2,14,35,61,124
55,y2,44,49,37,174
34,y1,48,71,71,119
35,y1,77,23,4,100
26,y2,33,76,69,66
36,y2,44,41,10,129
23,y2,54,22,88,108
22,y2,45,68,10,90
52,y2,25,22,12,84
52,y1,9,87,56,152
25,y1,13,7,8,13
58,y1,16,51,8,75
28,y1,56,46,30,56
26,y2,86,73,1,172
56,y1,32,29,38,99
27,y1,31,32,45,31
38,y1,18,63,100,81
33,y1,36,52,89,88
60,y1,10,35,5,50
40,y1,58,49,43,150
47,y1,47,34,60,141
49,y2,50,4,26,130
24,y2,27,13,97,54
35,y1,93,76,19,169
36,y1,45,80,51,125
47,y1,83,86,65,234
44,y2,66,91,88,311
36,y1,36,93,84,129
40,y1,81,11,5,97
35,y1,93,42,25,135
57,y1,12,47,42,101
27,y1,32,95,51,32
21,y1,26,99,42,26
47,y2,81,95,13,270
30,y2,36,42,48,114
29,y1,88,50,34,88
22,y1,50,99,56,50
30,y2,95,13,30,203
44,y2,41,42,85,209
59,y2,34,10,18,96
26,y2,7,24,60,14
20,y2,14,85,44,28
59,y1,76,36,9,121
41,y2,91,38,100,320
32,y2,84,45,67,213
36,y1,5,30,47,35
59,y1,98,67,99,264
52,y1,26,91,29,146
49,y1,79,37,81,197
29,y2,46,70,74,92
58,y2,26,40,42,134
54,y1,100,35,40,175
41,y1,94,77,90,261
20,y1,46,83,93,46
54,y1,74,59,33,166
31,y2,30,63,74,123
32,y1,53,40,91,93
46,y1,19,84,32,135
22,y1,64,99,8,64
51,y2,82,58,83,305
58,y1,16,20,25,61
37,y2,14,19,85,47
28,y1,72,41,95,72
45,y1,20,26,95,141
29,y1,31,74,32,31
41,y2,69,96,1,235
29,y1,70,53,3,70
31,y1,54,19,18,73
34,y1,46,1,32,47
54,y2,91,2,100,284
54,y1,77,2,84,163
38,y2,48,54,38,150
35,y2,75,59,84,209
57,y2,39,42,19,139
34,y1,93,1,48,94
60,y2,9,91,35,144
50,y2,52,98,36,238
52,y1,76,27,34,137
59,y1,17,21,62,100
47,y2,79,100,36,294
44,y2,42,97,74,255
24,y2,46,58,53,92
39,y2,79,23,86,181
38,y2,33,7,26,73
31,y2,63,19,61,145
33,y2,53,48,26,154
24,y2,35,86,39,70
60,y2,93,37,22,245
39,y1,39,26,23,65
34,y2,15,5,48,35
26,y2,30,30,1,60
56,y1,91,28,84,203
35,y1,52,32,93,84
24,y2,84,73,27,168
40,y2,82,58,99,321
41,y1,37,12,32,81
24,y2,12,21,78,24
29,y1,34,13,78,34
42,y1,58,7,31,96
39,y2,21,19,88,61
23,y1,56,94,79,56
47,y2,97,18,80,292
44,y2,100,45,61,306
21,y1,38,97,88,38
35,y2,88,20,39,196
41,y2,89,54,59,291
60,y1,39,93,10,142
60,y2,88,13,15,204
23,y1,12,23,95,12
28,y2,93,50,96,186
44,y2,67,62,6,202
23,y2,80,29,27,160
40,y1,66,91,84,241
59,y2,19,18,70,126
22,y1,93,73,44,93
47,y1,23,80,69,172
35,y2,69,88,80,226
34,y1,8,22,37,30
45,y2,6,31,76,119
28,y1,3,25,83,3
58,y2,55,33,72,215
46,y1,71,46,33,150
20,y1,31,62,62,31
40,y2,93,83,100,369
43,y1,2,10,62,74
25,y1,6,85,54,6
23,y2,100,38,41,200
42,y2,30,73,7,140
31,y2,46,86,26,178
44,y1,13,79,46,138
45,y2,3,12,59,77
56,y2,81,16,88,266
35,y1,53,44,52,97
23,y1,67,79,19,67
49,y2,13,81,63,170
22,y1,79,55,28,79
55,y2,41,11,91,184
29,y2,39,79,24,78
28,y2,50,7,20,100
54,y2,65,39,38,207
57,y2,78,90,43,289
35,y1,78,83,2,161
58,y1,70,6,34,110
51,y1,67,35,87,189
30,y1,83,2,86,85
56,y2,79,63,81,302
50,y1,8,22,92,122
40,y2,90,74,43,297
43,y1,34,99,87,220
22,y1,69,55,89,69
37,y1,52,37,45,89
29,y2,46,1,90,92
35,y1,79,42,23,121
49,y1,63,43,8,114
32,y2,80,24,100,184
29,y1,36,83,31,36
28,y2,87,9,88,174
52,y1,50,87,53,190
36,y1,42,79,6,121
27,y2,26,73,92,52
23,y1,61,81,96,61
41,y2,49,24,10,132
35,y1,34,10,44,44
36,y2,27,22,61,76
38,y1,36,14,41,50
32,y1,76,63,93,139
26,y2,81,6,90,162
31,y1,34,75,97,109
44,y1,74,98,96,268
36,y2,22,47,11,91
59,y1,33,48,83,164
40,y1,74,34,63,171
21,y2,40,48,46,80
47,y1,83,28,65,176
34,y2,59,82,14,200
51,y1,59,27,63,149
23,y1,10,63,52,10
30,y2,47,11,92,105
60,y2,81,74,97,333
41,y2,18,58,56,150
51,y2,74,3,75,226
26,y2,73,36,96,146
44,y1,21,17,13,51
29,y2,40,38,89,80
55,y2,5,98,4,112
27,y1,64,80,69,64
20,y1,95,10,60,95
56,y2,76,63,57,272
29,y2,49,60,56,98
43,y1,5,86,30,121
36,y1,25,38,97,63
38,y2,90,38,61,218
33,y2,64,93,69,221
58,y1,65,18,43,126
29,y2,39,2,1,78
30,y1,69,22,66,91
49,y1,41,15,45,101
27,y1,23,89,62,23
27,y2,48,53,95,96
43,y2,69,21,79,238
29,y2,54,2,9,108
30,y1,2,91,82,93
41,y2,76,43,50,245
31,y2,30,67,62,127
59,y1,82,47,10,139
49,y1,77,14,66,157
48,y1,19,90,2,111
46,y2,73,45,78,269
42,y2,51,34,10,146
37,y2,70,2,62,142
23,y2,1,11,52,2
32,y2,97,72,42,266
43,y1,53,37,42,132
57,y1,96,20,93,209
57,y2,17,97,2,133
34,y2,12,93,53,117
36,y1,1,59,75,60
57,y1,72,65,61,198
46,y1,23,40,67,130
41,y2,45,76,88,254
58,y2,18,74,75,185
38,y1,67,26,16,93
32,y2,57,70,88,184
51,y2,49,82,10,190
20,y2,24,88,42,48
45,y1,7,81,38,126
46,y1,49,55,57,161
55,y2,21,71,68,181
25,y1,77,71,43,77
56,y1,86,8,83,177
34,y2,48,68,29,164
25,y2,15,47,56,30
43,y1,78,95,40,213
44,y2,44,12,87,187
54,y1,90,4,95,189
34,y2,77,15,95,169
53,y1,30,27,38,95
28,y2,99,41,33,198
44,y2,73,49,58,253
43,y1,21,79,69,169
44,y2,82,93,89,346
32,y2,76,39,99,191
27,y2,77,10,87,154
39,y1,89,60,41,149
46,y1,43,70,78,191
26,y1,52,16,48,52
42,y2,65,42,81,253
26,y2,62,41,56,124
44,y1,58,55,64,177
55,y2,45,37,23,150
57,y2,10,69,36,125
55,y2,75,3,84,237
37,y1,62,85,73,147
42,y2,27,16,19,89
35,y2,32,40,54,104
28,y1,8,90,25,8
33,y2,87,83,94,257
25,y2,86,79,97,172
46,y1,72,26,99,197
42,y2,68,56,19,211
47,y2,100,28,14,242
58,y1,52,38,85,175
24,y2,52,73,54,104
30,y2,90,97,37,277
27,y2,69,44,52,138
21,y2,45,42,78,90
33,y2,11,29,3,51
47,y1,34,83,81,198
36,y1,94,85,91,179
29,y2,35,57,54,70
23,y1,92,49,57,92
33,y1,23,72,81,95
32,y2,55,61,11,171
52,y2,46,60,83,235
29,y1,26,3,97,26
53,y2,84,5,27,200
51,y1,36,71,32,139
46,y2,83,78,20,264
21,y2,50,18,63,100
53,y1,49,2,91,142
27,y1,52,27,48,52
29,y2,18,100,95,36
27,y2,16,71,75,32
37,y2,14,55,69,83
44,y2,89,67,22,267
55,y2,68,43,36,215
44,y2,28,47,94,197
29,y1,11,78,30,11
43,y1,27,2,76,105
31,y2,13,95,80,121
35,y2,3,62,2,68
26,y1,55,37,39,55
58,y2,32,31,21,116
47,y1,61,32,91,184
42,y1,77,15,57,149
59,y2,6,97,32,141
35,y2,83,68,21,234
37,y1,13,6,11,19
23,y2,79,45,13,158
34,y1,3,40,89,43
56,y2,87,44,44,262
27,y2,20,37,7,40
41,y1,91,48,49,188
60,y2,62,66,24,214
52,y2,29,44,28,130
27,y1,57,68,80,57
42,y2,19,99,13,150
32,y2,40,34,72,114
28,y2,53,7,74,106
23,y1,84,13,56,84
56,y1,67,85,20,172
38,y2,26,44,70,96
58,y2,81,4,13,179
26,y2,97,27,80,194
53,y2,82,93,73,330
32,y2,92,90,76,274
28,y1,74,21,84,74
51,y1,32,54,14,100
43,y1,29,44,48,121
41,y2,62,72,39,235
20,y1,31,54,32,31
53,y2,87,1,46,221
38,y2,70,38,31,178
51,y2,29,95,89,242
57,y1,99,73,22,194
28,y1,51,71,87,51
42,y1,39,32,90,161
56,y1,26,45,15,86
21,y1,46,72,42,46
20,y1,51,23,33,51
60,y2,59,98,81,297
21,y2,9,1,88,18
37,y2,49,62,30,160
30,y2,82,28,36,192
37,y1,27,32,78,59
23,y2,27,14,60,54
55,y2,63,63,66,255
23,y1,55,53,92,55
20,y2,99,82,96,198
46,y1,25,30,20,75
49,y1,64,9,46,119
42,y2,38,45,50,171
36,y2,85,89,22,259
39,y2,58,74,54,190
43,y1,56,2,50,108
46,y2,32,78,41,183
29,y2,63,84,87,126
41,y1,16,1,46,63
26,y2,9,79,27,18
21,y2,29,3,5,58
29,y2,12,16,69,24
56,y2,32,71,74,209
24,y1,99,12,26,99
28,y2,27,63,54,54
25,y1,63,59,82,63
41,y1,48,44,63,155
30,y1,24,1,30,25
50,y1,57,93,61,211
58,y2,34,28,44,140
27,y1,49,39,14,49
35,y1,81,42,36,123
35,y1,73,73,17,146
24,y1,25,14,65,25
21,y1,99,62,51,99
49,y2,20,89,18,147
28,y1,36,58,67,36
47,y2,14,12,58,98
37,y2,63,4,76,130
45,y1,35,57,13,105
56,y1,27,29,77,133
20,y1,45,78,38,45
56,y1,10,52,66,128
44,y2,58,13,27,156
36,y1,99,8,23,107
54,y1,58,62,16,136
48,y2,47,46,49,189
56,y1,88,27,88,203
57,y1,61,49,22,132
33,y2,71,53,82,195
44,y2,24,60,54,162
58,y1,87,84,35,206
49,y2,10,98,72,190
22,y2,25,9,87,50
52,y2,60,89,76,285
31,y1,73,81,22,154
29,y2,29,71,1,58
24,y1,89,41,72,89
37,y2,64,36,16,164
21,y2,91,62,74,182
49,y2,24,19,1,68
25,y1,99,90,93,99
23,y1,31,23,4,31
39,y2,78,94,33,250
56,y1,77,14,21,112
59,y2,68,3,5,144
58,y1,61,32,66,159
37,y1,80,36,25,116
28,y2,37,54,64,74
34,y2,37,33,73,107
44,y1,16,29,95,140
27,y1,78,95,6,78
22,y1,29,82,39,29
31,y1,53,87,89,140
47,y2,96,73,43,308
49,y2,44,5,36,129
28,y2,76,71,36,152
44,y2,91,42,37,261
51,y1,48,3,56,107
41,y1,99,7,41,147
29,y2,64,63,54,128
21,y1,3,47,99,3
60,y2,11,90,91,203
38,y2,28,91,5,147
27,y2,72,6,3,144
30,y2,47,1,77,95
22,y1,16,34,62,16
54,y2,98,24,98,318
52,y1,78,29,13,120
51,y1,79,50,84,213
55,y2,1,82,81,165
54,y2,19,91,68,197
40,y2,14,19,48,95
44,y2,26,9,38,99
45,y2,90,90,70,340
30,y2,85,92,100,262
29,y1,81,14,37,81
28,y2,74,63,81,148
57,y2,95,23,31,244
34,y2,41,34,88,116
25,y1,2,53,29,2
33,y2,16,28,51,60
49,y1,100,86,36,222
59,y2,36,88,59,219
33,y2,18,7,64,43
35,y1,42,78,67,120
28,y2,91,35,61,182
46,y2,89,34,98,310
53,y2,44,11,30,129
23,y1,21,94,1,21
27,y2,23,16,57,46
28,y2,39,17,43,78
22,y1,47,37,62,47
35,y1,38,4,13,42
29,y2,3,86,24,6
35,y1,53,66,7,119
34,y2,22,34,34,78
20,y2,14,98,74,28
58,y2,50,71,73,244
31,y2,98,42,70,238
36,y2,46,91,40,183
58,y1,23,96,72,191
39,y1,58,71,82,129
47,y2,22,20,70,134
27,y2,13,92,40,26
33,y1,93,7,98,100
38,y2,17,87,30,121
36,y1,25,9,33,34
25,y1,38,78,87,38
31,y1,59,2,12,61
53,y1,32,37,91,160
52,y1,81,42,93,216
50,y1,98,83,37,218
54,y2,78,62,78,296
46,y2,61,66,35,223
51,y1,99,3,57,159
39,y2,97,5,61,199
46,y2,43,67,66,219
40,y1,61,5,3,69
38,y1,57,70,37,127
60,y1,55,3,50,108
31,y1,89,57,4,146
26,y1,26,1,46,26
54,y1,67,28,67,162
45,y2,61,25,8,155
55,y1,10,74,89,173
20,y2,19,29,89,38
31,y1,69,16,75,85
59,y1,42,76,85,203
21,y1,13,88,29,13
55,y2,78,33,85,274
52,y1,55,2,56,113
42,y2,98,21,19,236
53,y1,39,54,94,187
34,y2,14,66,1,94
46,y2,37,92,38,204
36,y1,82,75,32,157
57,y1,89,48,59,196
57,y2,73,71,81,298
60,y1,49,16,97,162
29,y2,5,22,83,10
57,y1,20,1,84,105
37,y2,31,31,50,93
33,y2,35,26,53,96
35,y2,34,7,53,75
46,y1,96,16,7,119
43,y2,17,40,43,117
24,y2,95,58,1,190
28,y1,14,71,2,14
58,y1,37,87,77,201
23,y1,95,51,89,95
27,y2,9,90,42,18
22,y2,9,78,38,18
32,y2,54,28,42,136
26,y2,99,30,65,198
58,y2,77,73,64,291
40,y2,49,77,6,181
57,y1,31,30,1,62
55,y1,11,34,59,104
48,y2,48,56,11,163
52,y2,86,67,30,269
41,y1,29,59,84,172
25,y2,51,77,84,102
21,y1,9,59,75,9
35,y2,28,22,2,78
37,y1,92,79,89,171
45,y1,31,15,90,136
24,y2,43,31,37,86
23,y2,54,53,74,108
28,y1,4,46,24,4
31,y2,64,50,35,178
43,y2,42,75,84,243
46,y1,35,1,59,95
26,y1,57,53,34,57
57,y1,39,9,4,52
35,y2,52,15,87,119
41,y1,33,33,51,117
20,y2,25,45,68,50
36,y2,6,18,13,30
51,y2,95,76,94,360
54,y2,55,50,79,239
31,y1,91,97,100,188
56,y2,61,82,22,226
38,y2,82,8,94,172
41,y1,13,37,77,127
60,y1,70,67,8,145
47,y2,94,30,70,288
31,y2,73,9,44,155
50,y1,15,64,54,133
31,y2,31,72,24,134
54,y1,42,9,19,70
52,y2,21,100,9,151
24,y2,34,75,7,68
28,y1,10,33,56,10
57,y1,55,26,20,101
48,y2,79,28,29,215
45,y2,49,90,29,217
49,y1,76,27,7,110
28,y2,39,35,21,78
44,y2,63,88,15,229
28,y1,86,70,62,86
57,y1,83,22,38,143
58,y2,94,24,23,235
34,y2,63,63,77,189
24,y2,21,72,88,42
54,y1,10,42,64,116
22,y2,73,31,86,146
26,y2,14,52,52,28
38,y2,16,60,18,92
38,y2,13,70,48,96
60,y1,44,1,66,111
45,y2,66,2,24,158
27,y1,24,56,24,24
60,y2,30,89,97,246
49,y2,28,2,4,62
22,y1,25,63,41,25
52,y2,99,33,63,294
24,y1,28,75,43,28
21,y1,37,82,86,37
48,y1,45,72,28,145
45,y2,38,33,73,182
21,y2,51,82,25,102
44,y1,51,16,57,124
37,y1,92,56,97,148
37,y1,14,47,81,61
51,y1,21,22,87,130
59,y2,95,99,70,359
58,y1,47,54,16,117
50,y2,31,53,57,172
52,y2,7,32,95,141
45,y1,57,23,8,88
47,y1,58,100,38,196
51,y2,31,30,55,147
25,y1,90,12,39,90
29,y1,77,15,91,77
23,y1,10,59,27,10
57,y2,69,74,29,241
40,y1,78,1,64,143
49,y2,47,98,22,214
23,y2,96,73,3,192
44,y1,13,72,1,86
22,y2,41,77,17,82
33,y2,50,33,59,133
39,y2,23,59,72,105
48,y2,47,82,23,199
59,y1,34,35,13,82
23,y2,20,46,63,40
34,y1,90,32,22,122
32,y2,61,40,23,162
52,y1,51,67,96,214
43,y1,94,94,35,223
21,y2,85,59,15,170
57,y2,84,82,62,312
25,y1,22,46,47,22
54,y2,29,74,46,178
34,y1,13,82,25,95
59,y2,89,35,93,306
49,y1,94,39,43,176
44,y2,86,44,50,266
22,y1,56,10,63,56
34,y1,73,7,60,80
29,y1,45,1,71,45
43,y2,70,2,61,203
56,y1,64,39,79,182
57,y2,85,76,26,272
28,y2,38,54,5,76
29,y1,9,38,89,9
47,y1,38,44,94,176
40,y1,38,22,85,145
48,y2,54,76,67,251
25,y2,36,70,42,72
20,y1,92,71,14,92
59,y1,28,59,37,124
54,y2,22,21,34,99
55,y1,37,16,80,133
27,y1,27,6,99,27
59,y1,65,80,14,159
57,y1,77,74,35,186
34,y2,50,9,91,109
54,y2,70,46,66,252
29,y2,91,87,99,182
44,y1,3,100,12,115
26,y2,2,28,5,4
40,y2,33,36,49,151
42,y2,55,62,44,216
59,y1,75,19,54,148
31,y1,76,46,98,122
29,y1,83,73,63,83
37,y2,2,60,94,64
28,y1,84,66,27,84
25,y1,66,93,28,66
59,y2,35,47,46,163
58,y2,54,57,94,259
20,y2,52,82,82,104
25,y1,5,43,2,5
53,y1,20,73,41,134
48,y1,13,55,32,100
41,y1,63,100,44,207
24,y1,31,48,4,31
47,y2,88,90,5,271
52,y2,64,5,74,207
40,y1,60,87,80,227
34,y1,90,25,31,115
38,y2,68,55,75,191
59,y1,93,82,50,225
28,y2,5,8,93,10
32,y2,87,10,82,184
36,y1,66,39,13,105
43,y2,9,40,65,123
40,y1,13,77,91,181
27,y2,55,47,97,110
25,y2,26,53,89,52
52,y2,93,97,8,291
51,y1,41,79,69,189
43,y2,42,28,62,174
53,y2,33,24,29,119
20,y1,78,6,48,78
27,y2,39,27,7,78
49,y2,71,10,40,192
31,y1,77,65,92,142
44,y1,90,83,22,195
38,y2,84,44,58,212
25,y2,6,90,16,12
55,y2,72,21,42,207
36,y2,56,71,97,183
21,y2,73,39,57,146
27,y2,46,35,78,92
21,y1,11,3,26,11
51,y1,90,14,53,157
32,y2,51,28,36,130
43,y2,52,92,44,240
29,y1,30,69,40,30
31,y2,78,75,23,231
34,y2,8,22,81,38
46,y1,10,77,75,162
37,y1,38,59,57,97
20,y1,78,32,87,78
60,y1,16,33,6,55
57,y2,19,21,36,95
46,y2,7,31,38,83
28,y2,35,83,74,70
44,y1,19,76,81,176
26,y1,40,82,72,40
55,y1,6,48,16,70
59,y2,95,18,76,284
27,y2,50,28,39,100
35,y2,65,80,28,210
59,y1,85,75,32,192
25,y1,3,19,33,3
22,y2,79,23,37,158
56,y2,62,13,31,168
38,y1,76,98,47,174
44,y1,19,46,56,121
42,y2,82,79,61,304
20,y1,9,5,58,9
41,y2,28,12,9,77
31,y2,36,19,20,91
35,y1,29,30,76,59
40,y2,30,95,91,246
54,y2,46,4,77,173
50,y1,25,58,59,142
41,y2,33,84,38,188
23,y1,71,81,70,71
56,y2,63,73,75,274
51,y2,41,69,56,207
37,y2,42,10,65,94
59,y1,86,81,48,215
49,y1,9,53,58,120
25,y2,64,65,95,128
29,y2,43,34,60,86
29,y2,91,63,88,182
53,y1,52,63,98,213
44,y1,12,57,35,104
51,y1,30,15,46,91
36,y2,19,49,24,87
50,y2,70,100,47,287
31,y2,8,69,56,85
23,y1,30,35,88,30
32,y2,37,48,48,122
38,y1,18,69,57,87
47,y1,54,48,57,159
51,y1,53,49,54,156
36,y2,48,84,12,180
31,y2,11,60,81,82
47,y1,6,36,24,66
48,y1,33,64,94,191
27,y1,74,74,35,74
24,y1,85,17,48,85
23,y2,60,61,21,120
23,y1,60,64,56,60
60,y1,7,81,75,163
54,y2,98,71,86,353
57,y2,70,65,22,227
25,y2,73,12,63,146
38,y1,3,7,15,10
40,y1,64,67,41,172
21,y1,93,63,11,93
32,y2,74,26,99,174
37,y2,32,24,77,88
40,y2,68,74,40,250
52,y2,65,50,51,231
53,y2,96,43,16,251
47,y1,39,58,48,145
38,y1,93,80,30,173
33,y2,46,64,17,156
23,y2,28,79,12,56
24,y1,17,90,17,17
32,y1,27,29,41,56
30,y1,92,93,54,185
39,y2,68,16,83,152
53,y1,89,2,37,128
54,y1,22,25,17,64
20,y1,31,32,54,31
29,y2,13,98,45,26
22,y1,45,74,6,45
23,y1,65,57,1,65
