x,a,b,c,result
58,55,60,20,135
37,78,55,72,133
32,44,94,74,138
49,21,77,52,150
49,24,51,72,147
23,26,17,52,26
26,48,97,61,48
42,51,64,16,131
41,49,10,62,121
38,32,22,58,54
40,89,90,44,223
31,76,97,78,173
49,54,4,14,72
21,14,61,8,14
56,14,51,64,129
43,12,37,86,135
23,7,66,78,7
49,45,10,10,65
33,31,54,43,85
52,55,50,51,156
20,90,35,37,90
56,29,10,60,99
26,58,82,15,58
30,35,84,88,119
44,39,83,17,139
45,31,61,58,150
46,88,7,36,131
57,21,88,2,111
42,43,10,75,128
59,66,81,47,194
43,19,34,84,137
31,71,99,88,170
52,1,50,8,59
27,74,83,65,74
27,65,49,44,65
22,76,73,48,76
40,82,69,2,153
22,1,11,83,1
42,40,92,89,221
51,74,46,40,160
45,30,80,89,199
38,69,57,80,126
27,1,98,21,1
31,52,80,29,132
53,23,96,11,130
25,18,87,55,18
57,8,23,98,129
22,30,62,5,30
44,22,92,26,140
25,22,24,93,22
40,62,27,17,106
28,40,93,68,40
57,99,31,19,149
24,86,10,33,86
58,5,36,27,68
27,13,46,39,13
29,27,49,42,27
21,26,86,93,26
26,74,24,17,74
28,63,63,16,63
37,93,11,65,104
26,21,23,47,21
57,71,94,2,167
20,9,65,27,9
60,29,36,21,86
50,94,92,27,213
49,16,4,86,106
25,56,67,88,56
37,3,58,74,61
33,49,17,99,66
44,47,70,24,141
32,4,98,62,102
28,54,4,50,54
57,1,2,62,65
33,60,21,93,81
44,37,74,84,195
23,70,35,13,70
22,6,68,13,6
47,7,82,61,150
53,69,37,38,144
22,100,26,60,100
44,55,58,42,155
53,61,85,96,242
39,44,52,62,96
25,59,21,37,59
24,43,9,5,43
38,49,6,86,55
23,41,51,43,41
57,49,57,7,113
31,27,79,21,106
49,29,69,14,112
22,42,16,81,42
51,6,67,33,106
29,29,33,49,29
36,80,57,21,137
23,48,92,62,48
54,4,30,7,41
24,15,78,28,15
36,18,48,58,66
21,16,36,9,16
57,4,36,21,61
34,57,100,88,157
58,3,42,18,63
56,13,2,24,39
31,78,18,69,96
29,33,4,76,33
45,4,87,96,187
42,100,73,40,213
49,14,27,79,120
33,98,76,13,174
24,78,63,85,78
34,4,1,65,5
27,38,23,73,38
24,44,45,38,44
29,40,7,75,40
55,71,54,85,210
28,71,4,73,71
41,73,48,96,217
36,37,5,29,42
22,92,36,31,92
51,57,80,4,141
36,99,41,60,140
56,54,85,8,147
47,38,46,39,123
52,74,83,64,221
57,30,65,94,189
26,26,5,2,26
58,66,48,72,186
57,84,13,19,116
56,39,18,89,146
57,54,91,28,173
48,58,51,86,195
26,19,5,88,19
27,62,18,69,62
54,72,43,2,117
51,86,41,79,206
50,53,55,77,185
25,11,25,23,11
37,91,13,68,104
28,2,21,97,2
37,99,90,73,189
55,63,100,75,238
48,42,43,72,157
56,51,53,21,125
54,90,40,91,221
23,92,56,43,92
23,37,42,25,37
34,61,19,62,80
28,38,72,65,38
21,99,24,13,99
57,38,40,48,126
27,4,84,42,4
41,54,38,92,184
29,96,64,42,96
21,81,83,41,81
45,66,65,47,178
37,34,53,56,87
22,18,74,81,18
29,99,43,73,99
40,21,42,6,69
40,77,86,11,174
37,16,50,90,66
25,100,31,35,100
45,98,39,45,182
55,10,2,57,69
26,48,76,25,48
56,31,19,61,111
20,34,87,92,34
49,37,98,71,206
52,99,81,34,214
29,43,12,36,43
37,83,45,15,128
26,53,14,16,53
20,54,50,35,54
24,31,69,47,31
31,34,69,38,103
53,79,22,17,118
25,29,68,81,29
32,18,20,29,38
47,100,98,99,297
47,2,30,67,99
52,84,67,11,162
26,29,88,53,29
38,27,43,21,70
44,94,70,95,259
22,33,100,41,33
42,93,74,88,255
47,88,31,92,211
58,94,87,88,269
33,34,13,14,47
53,94,14,15,123
57,14,70,15,99
26,21,33,59,21
37,82,76,41,158
26,81,22,58,81
52,34,32,24,90
53,15,68,99,182
55,17,23,97,137
55,86,31,88,205
35,29,87,97,116
37,47,60,5,107
54,67,85,52,204
41,17,33,56,106
22,1,29,61,1
36,59,31,46,90
33,52,10,51,62
20,48,24,97,48
25,12,7,97,12
41,84,96,64,244
47,84,22,19,125
56,19,85,59,163
42,58,94,32,184
26,31,3,88,31
27,88,14,90,88
57,56,43,92,191
55,46,67,42,155
57,19,89,9,117
29,85,89,26,85
55,96,91,61,248
34,36,19,65,55
45,9,15,77,101
42,50,25,50,125
28,36,86,46,36
38,37,58,94,95
56,99,19,89,207
38,36,95,83,131
45,45,59,8,112
50,25,81,38,144
43,46,13,50,109
36,83,72,64,155
58,21,65,50,136
33,15,85,79,100
60,72,75,66,213
48,36,84,19,139
54,13,77,23,113
22,17,55,2,17
44,4,91,31,126
34,26,70,65,96
38,72,35,48,107
56,84,38,20,142
50,27,88,57,172
57,58,18,29,105
57,83,38,61,182
45,58,79,9,146
42,18,42,55,115
31,5,65,81,70
33,29,64,27,93
39,33,49,84,82
58,97,54,4,155
20,49,51,20,49
35,76,32,25,108
59,47,48,23,118
34,85,76,18,161
49,75,68,65,208
26,71,46,29,71
31,10,74,82,84
41,1,48,76,125
32,31,96,49,127
32,57,66,50,123
22,78,68,69,78
56,41,27,36,104
32,4,99,1,103
30,31,100,49,131
57,28,35,21,84
37,12,95,75,107
39,54,55,96,109
43,23,44,16,83
51,2,76,43,121
36,95,46,22,141
59,30,28,54,112
28,34,96,20,34
45,6,17,67,90
50,89,73,56,218
54,27,85,35,147
45,5,55,76,136
37,35,55,30,90
59,11,69,37,117
50,43,60,90,193
37,30,68,27,98
29,87,37,60,87
55,47,63,70,180
57,70,62,44,176
32,45,23,43,68
33,58,30,96,88
23,14,40,52,14
57,59,55,77,191
25,100,32,71,100
49,27,91,24,142
58,74,92,87,253
23,80,34,86,80
60,41,60,99,200
20,28,14,96,28
54,50,36,4,90
39,74,53,7,127
45,13,3,37,53
53,98,10,57,165
59,51,14,66,131
30,6,28,5,34
30,91,33,14,124
23,25,59,96,25
22,74,17,64,74
21,100,54,77,100
39,64,69,97,133
29,54,28,14,54
20,24,59,64,24
59,8,85,67,160
49,57,30,81,168
29,60,34,59,60
47,68,61,65,194
24,97,30,94,97
32,68,98,68,166
52,87,30,62,179
46,30,99,28,157
38,24,28,57,52
45,29,36,84,149
33,22,13,21,35
34,63,75,36,138
58,46,7,6,59
21,20,21,56,20
59,16,67,30,113
27,55,27,68,55
37,96,33,60,129
53,42,38,40,120
53,44,16,41,101
51,6,15,31,52
36,46,48,30,94
34,64,9,87,73
28,52,15,72,52
36,23,83,26,106
52,81,79,28,188
20,95,95,63,95
29,86,91,94,86
54,45,52,84,181
50,34,80,35,149
46,28,20,37,85
27,65,86,65,65
25,69,41,39,69
48,44,19,73,136
59,6,93,25,124
21,9,40,32,9
24,30,71,13,30
23,12,33,66,12
50,78,2,95,175
40,89,4,44,137
31,51,59,30,110
37,5,85,41,90
34,22,91,38,113
23,67,65,12,67
41,58,42,62,162
41,87,13,33,133
37,94,36,29,130
54,80,38,4,122
50,52,33,83,168
59,50,60,86,196
37,70,18,91,88
31,26,91,39,117
54,43,89,1,133
25,11,78,14,11
55,63,57,23,143
58,40,48,58,146
44,51,5,89,145
24,11,35,29,11
23,55,78,77,55
37,40,21,20,61
21,87,86,51,87
48,58,19,37,114
50,13,80,97,190
46,80,84,12,176
45,71,51,95,217
26,78,30,1,78
44,14,91,80,185
28,1,96,26,1
24,40,83,82,40
54,73,56,15,144
35,76,40,97,116
37,97,30,97,127
50,70,94,97,261
26,49,82,79,49
46,61,10,68,139
46,22,90,50,162
24,39,91,6,39
58,100,76,39,215
48,55,4,100,159
35,93,88,64,181
33,56,59,89,115
36,77,83,72,160
25,98,51,12,98
34,55,74,24,129
31,64,63,83,127
51,71,90,27,188
56,36,92,87,215
41,55,43,24,122
32,83,87,83,170
42,52,25,53,130
57,58,4,58,120
49,39,48,48,135
35,59,68,74,127
56,29,6,28,63
47,11,37,16,64
29,88,47,44,88
37,98,48,85,146
44,7,59,41,107
42,7,71,19,97
58,54,90,92,236
56,5,55,28,88
43,48,95,91,234
21,72,46,84,72
56,62,77,100,239
58,89,9,61,159
23,84,10,7,84
52,29,59,29,117
22,7,45,88,7
21,58,41,69,58
53,2,58,75,135
36,27,71,63,98
37,21,42,25,63
33,4,84,41,88
36,31,5,32,36
33,65,7,46,72
52,42,96,43,181
44,16,93,60,169
40,61,25,85,171
29,60,82,51,60
45,23,100,32,155
21,50,12,28,50
55,95,44,24,163
41,95,32,45,172
51,99,22,33,154
26,54,10,34,54
27,80,29,80,80
33,55,21,24,76
56,16,52,32,100
42,49,81,93,223
41,92,67,89,248
36,81,83,56,164
21,19,54,81,19
51,87,92,40,219
21,80,87,60,80
40,33,69,16,118
27,61,54,56,61
53,55,8,19,82
46,55,57,38,150
57,54,28,46,128
38,83,6,18,89
28,25,27,68,25
43,4,19,96,119
21,29,17,73,29
23,71,7,93,71
20,62,44,67,62
49,42,33,56,131
36,1,30,38,31
32,20,42,23,62
40,47,7,13,67
50,78,67,72,217
60,72,43,78,193
60,73,58,76,207
21,75,34,79,75
55,91,100,95,286
55,100,24,17,141
20,66,35,43,66
46,31,84,50,165
55,4,84,36,124
56,22,50,39,111
52,36,69,63,168
32,15,38,19,53
50,93,77,47,217
46,23,91,73,187
39,65,51,75,116
60,98,22,45,165
57,52,12,39,103
47,43,5,1,49
38,93,31,10,124
25,96,96,60,96
43,12,28,38,78
25,16,99,4,16
34,32,28,53,60
55,59,51,63,173
41,90,28,20,138
32,46,49,3,95
42,57,56,92,205
22,41,17,51,41
36,78,96,50,174
31,88,6,9,94
43,18,3,1,22
32,11,24,83,35
28,24,96,36,24
30,27,52,21,79
45,89,76,14,179
45,15,22,62,99
44,42,6,42,90
45,81,23,87,191
50,35,58,54,147
43,2,70,58,130
43,85,72,80,237
59,13,34,66,113
23,27,28,7,27
42,85,90,9,184
47,87,2,8,97
50,10,62,68,140
21,68,91,66,68
51,59,12,74,145
44,18,71,71,160
24,46,24,54,46
24,10,91,90,10
34,30,53,9,83
51,52,63,92,207
44,88,46,92,226
57,5,38,76,119
50,57,42,55,154
20,80,19,20,80
41,88,48,82,218
22,30,85,1,30
22,45,31,33,45
45,15,8,78,101
34,44,55,77,99
32,46,82,80,128
46,69,49,79,197
34,31,86,50,117
23,88,8,9,88
51,20,40,49,109
24,94,80,3,94
54,73,58,83,214
37,67,94,45,161
29,67,68,47,67
34,28,15,1,43
20,29,59,85,29
57,42,74,10,126
46,73,52,99,224
42,53,89,13,155
39,51,8,5,59
33,4,3,8,7
34,80,15,45,95
29,59,83,66,59
43,54,67,83,204
58,36,22,31,89
36,36,44,82,80
60,81,83,50,214
45,91,56,88,235
33,25,51,83,76
42,20,43,7,70
51,32,75,52,159
22,84,44,16,84
40,23,70,62,155
53,80,20,89,189
27,58,74,72,58
45,69,42,52,163
29,70,7,60,70
44,92,57,13,162
40,14,94,47,155
21,37,75,38,37
20,34,30,69,34
35,62,99,30,161
29,23,71,8,23
34,89,77,18,166
45,11,54,5,70
22,42,13,54,42
23,77,44,56,77
34,40,83,89,123
20,96,20,27,96
33,83,64,51,147
20,4,20,1,4
20,27,58,76,27
43,63,83,16,162
60,94,89,59,242
45,25,30,68,123
53,1,8,79,88
38,90,28,6,118
56,6,81,22,109
35,14,100,56,114
53,75,74,95,244
30,92,45,39,137
24,86,9,29,86
20,41,28,34,41
30,26,31,91,57
53,59,54,75,188
30,60,72,59,132
26,85,35,76,85
34,33,68,33,101
52,90,67,83,240
49,79,88,55,222
40,83,75,62,220
51,53,27,65,145
20,43,59,67,43
39,33,16,88,49
55,15,8,2,25
40,36,60,66,162
37,66,89,43,155
30,12,79,87,91
39,19,50,87,69
50,19,6,19,44
20,63,86,17,63
28,30,39,12,30
20,26,57,39,26
38,18,54,63,72
46,53,4,86,143
36,34,1,70,35
56,38,68,25,131
37,93,31,67,124
32,62,41,60,103
59,11,82,61,154
20,16,33,61,16
38,31,50,84,81
51,41,85,5,131
32,95,33,94,128
27,27,5,51,27
28,44,87,68,44
29,97,64,76,97
60,30,74,45,149
37,95,99,28,194
39,43,35,33,78
27,16,34,94,16
59,34,12,51,97
33,88,28,52,116
60,34,46,71,151
58,21,32,83,136
28,63,50,67,63
36,97,78,48,175
21,98,48,27,98
29,73,19,3,73
29,12,24,85,12
28,44,87,96,44
23,49,74,96,49
47,83,63,50,196
58,81,59,33,173
23,64,63,17,64
21,73,91,98,73
33,79,75,34,154
59,81,93,85,259
25,44,78,49,44
46,39,24,86,149
53,3,21,95,119
39,8,92,98,100
50,70,17,67,154
45,89,100,72,261
20,35,92,42,35
57,33,69,64,166
50,37,13,77,127
20,73,53,20,73
53,74,51,97,222
29,38,7,4,38
30,95,65,3,160
34,44,84,8,128
49,36,79,76,191
53,99,59,14,172
52,49,5,98,152
52,72,100,45,217
46,38,70,74,182
53,64,93,67,224
58,5,34,28,67
35,24,18,9,42
21,70,9,12,70
24,29,28,37,29
53,56,25,13,94
33,96,64,89,160
23,25,64,78,25
33,20,13,54,33
33,62,65,1,127
41,85,27,58,170
40,72,6,50,128
34,43,48,33,91
45,30,17,26,73
48,36,96,100,232
22,61,68,27,61
49,99,37,47,183
52,95,75,53,223
29,25,12,59,25
49,59,31,47,137
29,20,11,35,20
56,89,12,32,133
54,89,2,98,189
46,58,31,76,165
37,1,17,88,18
33,11,69,74,80
49,45,44,26,115
44,57,75,3,135
38,5,82,18,87
51,93,87,94,274
56,93,26,10,129
47,49,86,31,166
45,29,83,47,159
23,67,68,66,67
50,29,93,17,139
55,88,49,35,172
21,23,75,10,23
46,51,67,40,158
25,15,2,12,15
32,23,60,70,83
37,17,47,49,64
56,22,100,93,215
25,37,24,6,37
44,16,8,37,61
36,30,29,51,59
43,39,6,88,133
24,18,83,13,18
45,31,78,46,155
34,61,57,42,118
53,96,32,77,205
31,31,53,19,84
31,12,89,61,101
27,54,59,16,54
25,86,83,77,86
43,21,48,1,70
56,52,51,75,178
48,93,68,72,233
35,97,70,70,167
47,94,14,95,203
41,95,9,18,122
28,37,94,82,37
36,35,5,59,40
33,22,88,40,110
22,48,27,10,48
32,62,76,15,138
30,74,12,87,86
56,71,75,26,172
27,18,5,72,18
59,58,45,41,144
23,55,11,66,55
59,29,74,61,164
51,35,36,29,100
48,75,84,21,180
31,56,83,87,139
56,75,63,70,208
57,62,18,71,151
44,17,93,18,128
40,56,96,53,205
34,17,34,25,51
33,64,51,3,115
33,26,9,59,35
26,45,16,21,45
48,28,73,30,131
44,25,62,67,154
24,33,89,97,33
23,16,14,86,16
60,68,70,54,192
37,61,5,23,66
42,97,3,46,146
24,54,8,6,54
48,89,70,85,244
52,9,70,63,142
43,98,73,85,256
49,13,45,27,85
55,14,63,43,120
28,42,81,29,42
36,11,68,11,79
41,32,48,5,85
41,85,15,22,122
55,24,46,65,135
24,79,30,89,79
35,72,27,36,99
56,27,2,63,92
44,11,15,54,80
44,9,78,28,115
26,12,15,39,12
24,6,12,74,6
57,26,87,68,181
59,5,34,13,52
50,32,98,31,161
32,58,59,38,117
55,36,44,34,114
60,45,8,73,126
48,72,50,52,174
36,98,70,25,168
58,52,80,100,232
49,95,25,7,127
60,29,14,92,135
40,67,26,45,138
43,26,80,54,160
44,18,28,14,60
54,13,34,35,82
51,44,75,72,191
55,25,92,64,181
44,88,70,36,194
60,69,69,57,195
37,4,32,77,36
46,64,31,91,186
48,45,65,63,173
28,37,53,54,37
46,77,6,84,167
21,54,18,44,54
28,31,97,51,31
21,86,50,9,86
43,92,43,69,204
22,80,69,62,80
43,74,77,100,251
32,79,77,55,156
24,70,36,11,70
23,7,23,30,7
32,91,14,44,105
51,96,94,77,267
46,22,86,72,180
49,82,79,99,260
59,100,34,93,227
46,16,82,3,101
44,14,83,97,194
58,40,16,8,64
45,71,76,77,224
53,65,23,28,116
42,43,29,63,135
21,11,95,8,11
57,70,47,65,182
32,72,36,5,108
49,39,89,75,203
57,21,15,61,97
48,83,33,18,134
37,88,4,79,92
41,73,30,81,184
42,39,34,13,86
21,90,48,62,90
50,49,27,55,131
53,22,4,52,78
58,41,29,95,165
51,98,76,16,190
20,49,39,52,49
24,25,61,10,25
60,7,99,7,113
44,9,88,32,129
35,48,25,89,73
59,18,66,40,124
33,56,8,65,64
59,70,23,17,110
41,63,19,22,104
29,79,38,87,79
32,27,23,89,50
60,53,40,30,123
43,88,63,47,198
37,89,4,47,93
24,40,15,95,40
32,61,54,69,115
37,70,12,38,82
53,31,18,12,61
32,17,39,20,56
53,48,89,63,200
38,14,96,40,110
28,66,10,16,66
31,72,88,54,160
35,36,95,44,131
44,8,13,22,43
58,9,62,100,171
47,53,93,53,199
33,36,41,64,77
55,75,63,43,181
37,88,33,73,121
45,67,44,63,174
22,80,80,8,80
50,53,9,26,88
35,57,6,100,63
44,79,60,76,215
27,29,42,26,29
45,76,2,14,92
43,79,21,86,186
60,53,89,37,179
47,43,58,72,173
56,91,61,61,213
22,7,30,54,7
33,67,1,1,68
33,84,64,41,148
55,39,59,28,126
26,54,37,67,54
32,77,12,38,89
37,23,59,79,82
43,93,99,35,227
26,69,4,23,69
26,12,12,19,12
30,100,96,67,196
53,94,95,99,288
43,89,22,26,137
55,29,76,93,198
27,32,66,60,32
21,85,32,77,85
25,85,4,83,85
25,10,55,65,10
25,56,59,32,56
39,91,28,100,119
39,24,67,90,91
53,52,14,97,163
42,81,31,34,146
51,12,96,38,146
59,89,14,93,196
44,13,71,30,114
29,35,46,5,35
21,43,94,66,43
43,62,6,34,102
46,42,28,59,129
54,60,80,21,161
58,79,1,71,151
32,98,1,20,99
32,100,100,71,200
55,13,17,56,86
27,27,41,75,27
55,35,42,89,166
32,96,88,67,184
29,16,87,18,16
26,13,1,54,13
60,29,9,12,50
29,48,71,9,48
47,83,8,36,127
56,7,36,92,135
35,89,12,28,101
25,59,21,9,59
45,65,88,80,233
20,55,76,26,55
29,7,44,8,7
53,92,2,28,122
36,75,95,38,170
40,49,15,74,138
46,19,4,97,120
43,84,93,96,273
46,20,25,62,107
20,20,41,61,20
20,34,84,9,34
59,91,3,25,119
23,87,31,61,87
36,82,64,74,146
20,15,5,37,15
27,19,28,13,19
36,82,29,99,111
52,95,70,59,224
35,82,57,91,139
42,56,52,37,145
29,71,53,12,71
31,99,80,52,179
59,35,62,35,132
28,95,68,54,95
51,34,92,46,172
50,32,39,2,73
58,44,65,39,148
40,53,55,42,150
30,16,29,72,45
23,21,60,94,21
58,14,4,55,73
39,88,59,96,147
33,65,66,28,131
25,45,78,87,45
22,23,9,15,23
55,58,54,26,138
46,72,78,79,229
25,28,68,81,28
40,5,98,93,196
49,69,60,49,178
51,69,65,13,147
21,10,76,11,10
44,82,6,16,104
31,6,47,24,53
54,2,47,96,145
42,29,94,99,222
60,96,55,42,193
25,100,67,71,100
36,53,18,39,71
27,59,5,88,59
43,51,5,1,57
26,78,53,51,78
20,42,42,36,42
44,79,34,7,120
59,99,94,75,268
52,20,15,80,115
51,96,32,3,131
59,45,57,10,112
59,90,94,10,194
47,78,16,84,178
50,95,9,72,176
53,83,19,72,174
42,46,80,50,176
35,82,77,98,159
36,52,16,76,68
26,51,63,49,51
43,64,72,21,157
43,66,89,79,234
43,50,51,97,198
51,53,93,47,193
32,15,88,59,103
24,100,98,70,100
48,78,81,85,244
33,2,52,92,54
24,41,31,88,41
45,6,68,45,119
24,67,41,70,67
57,6,93,75,174
30,16,55,100,71
27,47,42,28,47
44,71,27,65,163
56,18,91,33,142
43,58,39,81,178
43,34,77,47,158
60,85,32,84,201
42,75,17,26,118
35,76,55,78,131
26,48,68,29,48
28,4,21,80,4
50,44,65,2,111
56,37,17,71,125
32,91,9,70,100
43,25,23,44,92
55,4,50,1,55
43,59,21,98,178
43,25,20,88,133
28,81,74,57,81
43,4,12,14,30
41,32,56,89,177
38,43,26,26,69
55,75,62,53,190
40,81,42,42,165
23,36,8,74,36
60,17,21,6,44
23,87,90,87,87
49,67,63,39,169
47,53,99,53,205
20,47,29,78,47
44,77,67,31,175
30,67,12,80,79
33,66,68,78,134
52,8,24,65,97
35,3,31,18,34
22,66,41,88,66
40,44,9,38,91
30,18,88,80,106
27,39,12,26,39
35,93,39,25,132
47,56,18,71,145
40,88,92,86,266
46,97,54,44,195
23,96,23,21,96
32,86,59,60,145
48,98,73,15,186
28,47,24,44,47
39,46,13,34,59
40,81,75,99,255
23,98,57,3,98
40,96,3,59,158
45,93,16,30,139
20,38,99,25,38
57,76,90,9,175
25,83,92,25,83
39,3,61,4,64
25,80,82,97,80
55,33,24,7,64
37,76,6,14,82
21,37,14,2,37
35,60,71,21,131
51,73,2,28,103
25,45,7,36,45
36,84,59,50,143
57,14,7,100,121
20,59,1,99,59
48,7,23,13,43
26,19,1,95,19
52,81,82,87,250
30,63,40,81,103
34,68,76,49,144
32,88,79,15,167
59,85,69,51,205
40,9,50,49,108
50,36,31,70,137
57,79,80,30,189
22,90,31,24,90
49,8,45,9,62
27,73,100,50,73
33,4,100,100,104
43,65,43,8,116
53,90,16,13,119
50,35,10,92,137
22,99,94,91,99
29,15,48,66,15
46,21,97,49,167
31,88,69,64,157
25,80,71,20,80
36,56,36,52,92
30,80,81,61,161
52,7,88,86,181
22,98,9,74,98
37,75,13,89,88
38,47,19,51,66
43,56,76,49,181
58,97,61,58,216
38,5,44,6,49
31,87,64,70,151
47,42,97,55,194
45,34,47,60,141
35,37,32,7,69
43,46,38,75,159
58,92,11,7,110
37,56,46,42,102
37,89,59,65,148
49,60,74,61,195
24,69,24,43,69
57,33,99,17,149
28,79,38,91,79
29,95,3,90,95
45,28,62,71,161
57,20,47,59,126
58,64,94,49,207
40,60,35,81,176
54,86,69,2,157
47,56,85,64,205
59,93,96,93,282
47,41,83,46,170
46,97,73,65,235
35,20,3,7,23
42,25,34,50,109
33,64,8,47,72
40,82,69,71,222
59,35,75,60,170
38,80,63,3,143
53,64,1,70,135
22,81,50,47,81
38,17,5,3,22
44,75,1,34,110
34,89,44,9,133
55,98,5,78,181
43,48,96,21,165
21,14,98,55,14
35,45,25,89,70
55,10,53,58,121
47,82,84,50,216
27,24,51,16,24
47,88,16,74,178
52,63,18,79,160
22,59,84,83,59
32,68,78,3,146
48,99,51,99,249
41,74,18,38,130
59,27,100,67,194
58,56,64,27,147
22,42,19,25,42
32,97,74,23,171
29,82,24,86,82
37,22,40,22,62
33,27,21,5,48
28,98,91,58,98
30,87,96,86,183
38,53,35,3,88
37,64,60,63,124
34,74,49,27,123
36,92,52,77,144
35,7,86,34,93
60,23,92,19,134
27,52,33,1,52
31,96,94,80,190
57,22,49,35,106
42,78,48,95,221
42,32,3,7,42
55,43,27,4,74
55,84,78,80,242
55,91,28,84,203
48,14,41,36,91
22,97,46,62,97
26,98,59,16,98
29,59,62,47,59
38,67,72,2,139
60,97,41,17,155
51,20,48,79,147
54,81,57,91,229
38,39,6,58,45
25,5,97,89,5
41,20,28,78,126
56,70,36,100,206
39,69,80,96,149
57,24,72,49,145
60,63,83,23,169
30,48,91,79,139
44,29,3,32,64
20,30,21,1,30
26,21,27,58,21
48,35,77,10,122
53,92,79,2,173
33,54,75,94,129
32,32,75,80,107
35,12,22,49,34
34,34,22,51,56
27,33,73,95,33
47,91,73,47,211
40,89,25,82,196
56,31,79,28,138
21,84,21,65,84
59,43,41,43,127
22,47,78,92,47
27,45,61,59,45
51,45,53,66,164
31,96,37,10,133
26,54,32,89,54
52,84,98,60,242
57,81,43,5,129
43,100,4,62,166
40,68,12,45,125
47,75,92,26,193
33,21,59,77,80
59,13,92,46,151
45,19,16,48,83
37,24,51,90,75
58,85,86,37,208
28,83,11,64,83
29,41,84,18,41
46,37,97,44,178
57,53,45,37,135
37,42,54,85,96
53,44,82,2,128
40,86,56,74,216
43,46,87,62,195
37,16,2,10,18
57,66,86,85,237
33,11,57,59,68
24,77,20,81,77
47,45,26,7,78
31,7,45,45,52
26,38,46,95,38
31,38,3,6,41
22,85,74,65,85
35,52,59,74,111
36,9,48,12,57
40,46,78,47,171
50,84,88,28,200
35,26,88,39,114
36,65,83,9,148
58,3,81,74,158
21,11,32,65,11
39,21,37,24,58
29,17,58,94,17
27,90,41,5,90
55,49,83,14,146
32,90,2,50,92
20,38,24,37,38
60,53,71,39,163
46,37,94,9,140
38,64,82,44,146
54,81,10,50,141
45,32,18,44,94
22,65,82,11,65
27,83,83,45,83
60,27,11,84,122
55,38,94,77,209
24,87,94,40,87
32,69,38,22,107
50,76,56,47,179
34,7,23,52,30
20,61,22,64,61
22,60,62,5,60
49,50,100,68,218
44,77,30,34,141
48,64,38,77,179
46,56,28,77,161
31,96,61,42,157
27,7,50,50,7
30,99,42,25,141
46,10,67,87,164
53,55,65,48,168
54,51,85,73,209
36,70,21,77,91
49,27,100,5,132
45,77,93,75,245
54,5,70,59,134
35,71,57,44,128
27,1,19,24,1
27,20,3,69,20
34,55,82,29,137
34,69,57,51,126
47,33,91,83,207
55,56,66,81,203
45,3,88,12,103
21,22,34,70,22
23,65,92,48,65
23,91,37,58,91
47,65,12,53,130
41,34,9,20,63
34,18,91,4,109
44,46,61,33,140
47,67,54,39,160
50,2,77,89,168
37,27,34,86,61
42,46,80,100,226
37,71,12,47,83
21,20,25,2,20
36,8,88,60,96
37,71,14,43,85
24,14,15,34,14
37,78,47,6,125
39,93,66,6,159
58,33,36,41,110
60,60,59,22,141
48,47,63,20,130
39,12,18,11,30
39,96,14,47,110
34,88,15,41,103
42,91,22,13,126
60,17,3,5,25
37,52,20,76,72
33,90,33,73,123
42,59,3,78,140
38,83,92,87,175
21,28,30,36,28
27,87,20,7,87
57,53,57,67,177
59,91,99,59,249
59,61,63,91,215
50,51,92,61,204
52,45,8,38,91
37,39,19,14,58
59,90,67,47,204
29,28,91,53,28
58,97,23,77,197
32,10,65,4,75
26,4,88,72,4
41,12,1,32,45
42,49,68,13,130
24,52,75,35,52
28,86,27,2,86
60,17,10,12,39
38,96,83,97,179
27,35,12,65,35
60,6,73,68,147
21,7,77,31,7
51,50,83,86,219
42,54,86,23,163
53,77,27,21,125
22,11,88,23,11
30,13,38,65,51
42,71,1,33,105
40,69,67,22,158
23,75,42,49,75
24,70,41,74,70
52,92,52,89,233
59,84,49,31,164
49,54,37,49,140
29,69,10,9,69
56,21,77,5,103
31,29,96,45,125
26,65,92,20,65
20,86,29,82,86
32,64,66,12,130
21,42,24,82,42
53,39,1,6,46
50,68,22,24,114
23,9,81,62,9
34,37,16,14,53
36,39,6,32,45
49,61,55,1,117
20,49,68,94,49
38,47,95,23,142
20,86,14,13,86
38,87,32,38,119
49,47,29,5,81
46,74,78,6,158
31,99,22,28,121
34,81,69,66,150
56,36,87,59,182
38,69,97,19,166
54,11,74,27,112
20,74,69,98,74
50,8,89,22,119
29,66,43,90,66
51,61,37,33,131
37,24,17,85,41
49,57,26,100,183
59,5,80,45,130
51,30,28,87,145
57,60,100,38,198
38,96,79,56,175
24,62,77,89,62
20,5,5,25,5
22,34,51,89,34
51,3,69,48,120
40,95,88,28,211
57,36,88,58,182
41,88,39,30,157
51,3,37,60,100
57,52,62,75,189
21,18,60,53,18
59,30,98,100,228
58,41,11,6,58
51,13,82,58,153
54,70,98,82,250
42,85,15,97,197
20,56,7,26,56
23,27,16,53,27
52,64,19,25,108
51,45,96,28,169
28,60,4,19,60
21,86,90,75,86
32,44,18,29,62
30,64,90,19,154
29,91,6,46,91
53,55,11,23,89
45,47,33,39,119
55,12,25,86,123
34,40,33,40,73
28,60,31,59,60
20,21,54,82,21
45,52,73,4,129
26,42,39,55,42
57,22,84,46,152
23,32,79,62,32
53,92,59,83,234
48,49,42,46,137
58,1,66,44,111
34,7,10,33,17
21,96,25,55,96
34,73,80,54,153
45,59,65,79,203
47,56,88,10,154
38,34,53,24,87
47,78,59,35,172
